,policy,A.1 Total Costs,A.2 Total Costs,A.3 Total Costs,A.4 Total Costs,A.5 Total Costs,RfR Total Costs,Expected Evacuation Costs,,,,,,,,,,,,,,,,,,,,,
2671,683,47847947.96,137089125,62267437.98,13848465.66,75194341.84,0,0,,,,,,,,,,,,,,,,,,,,,
2672,683,47847947.96,117652559.6,62267437.98,11927459.62,125171551.8,0,0,,,,,,,,,,,,,,,,,,,,,
2673,683,47847947.96,106862992.8,62267437.98,41402210,120387653.4,0,0,,,,,,,,,,,,,,,,,,,,,
2674,683,119110673.7,104651657.9,62267437.98,48461292.81,90481987.7,0,0,,,,,,,,,,,,,,,,,,,,,
2675,683,47847947.96,104651657.9,62267437.98,22104281.24,90520175.04,0,0,,,,,,,,,,,,,,,,,,,,,
2676,683,47847947.96,104651657.9,62267437.98,10985581.03,123936500.1,0,0,,,,,,,,,,,,,,,,,,,,,
2677,683,57235664.6,104651657.9,62267437.98,12664895.54,141291256.1,0,0,,,,,,,,,,,,,,,,,,,,,
2678,683,47847947.96,104651657.9,62267437.98,30252721.69,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2679,683,47847947.96,104651657.9,67042239.54,12409646.73,94473043.1,0,0,,,,,,,,,,,,,,,,,,,,,
2680,683,47847947.96,104651657.9,62267437.98,12409409.26,857570602.3,0,0,,,,,,,,,,,,,,,,,,,,,
2681,683,47847947.96,104651657.9,62267437.98,46631706.22,180990877.2,0,0,,,,,,,,,,,,,,,,,,,,,
2682,683,47847947.96,126059825.4,62267437.98,58201637.66,53853027.26,0,0,,,,,,,,,,,,,,,,,,,,,
2683,683,47847947.96,104651657.9,65281189.57,31710675.69,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2684,683,47847947.96,104651657.9,62267437.98,11630407.59,835807974,0,0,,,,,,,,,,,,,,,,,,,,,
2685,683,47847947.96,104651657.9,62267437.98,18931242.46,85939666.56,0,0,,,,,,,,,,,,,,,,,,,,,
2686,683,47847947.96,104651657.9,62267437.98,23162711.21,79178996.13,0,0,,,,,,,,,,,,,,,,,,,,,
2687,683,47847947.96,104651657.9,98602293.32,44874189.63,64620696.52,0,0,,,,,,,,,,,,,,,,,,,,,
2688,683,47847947.96,104651657.9,62267437.98,41092239.13,390710233.2,0,0,,,,,,,,,,,,,,,,,,,,,
2689,683,47847947.96,104651657.9,62267437.98,127866019.9,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2690,683,47847947.96,139861211,62267437.98,8453407.697,123709735.6,0,0,,,,,,,,,,,,,,,,,,,,,
2691,683,47847947.96,104651657.9,62267437.98,13698303.43,334746366.7,0,0,,,,,,,,,,,,,,,,,,,,,
2692,683,47847947.96,104651657.9,62267437.98,19573089.65,287649870.3,0,0,,,,,,,,,,,,,,,,,,,,,
2693,683,47847947.96,104651657.9,62267437.98,16782965.63,114195041.9,0,0,,,,,,,,,,,,,,,,,,,,,
2694,683,47847947.96,106465040,62267437.98,28533357.15,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2695,683,47847947.96,104651657.9,62267437.98,12550258.46,80699274.27,0,0,,,,,,,,,,,,,,,,,,,,,
2696,683,163029922.9,135907735,62267437.98,8453407.697,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2697,683,47847947.96,123154435.1,62267437.98,34854409.44,104640457.3,0,0,,,,,,,,,,,,,,,,,,,,,
2698,683,47847947.96,104651657.9,62267437.98,10936476.08,398122946.8,0,0,,,,,,,,,,,,,,,,,,,,,
2699,683,47847947.96,104651657.9,66633905.17,12487017.72,123620288.9,0,0,,,,,,,,,,,,,,,,,,,,,
2700,683,47847947.96,130164988.7,62267437.98,12442618.65,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2701,683,47847947.96,118924649.3,104275435.3,25227437.24,112854215,0,0,,,,,,,,,,,,,,,,,,,,,
2702,683,47847947.96,128665322.7,62267437.98,10684550.06,602983458.5,0,0,,,,,,,,,,,,,,,,,,,,,
2703,683,59139917.54,104651657.9,62267437.98,51183159.48,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2704,683,47847947.96,106625011.7,62267437.98,27480861.78,69943239.04,0,0,,,,,,,,,,,,,,,,,,,,,
2705,683,280759916,104651657.9,62267437.98,8453407.697,261377632.2,0,0,,,,,,,,,,,,,,,,,,,,,
2706,683,56030845.79,104651657.9,89143156.14,57073533.87,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2707,683,2841579903,104651657.9,62267437.98,15233903.92,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2708,683,47847947.96,104651657.9,62267437.98,26163665.69,111247260.9,0,0,,,,,,,,,,,,,,,,,,,,,
2709,683,47847947.96,104651657.9,62267437.98,27149751.9,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2710,683,47847947.96,104651657.9,62267437.98,11643717.1,200918179,0,0,,,,,,,,,,,,,,,,,,,,,
2711,683,47847947.96,104651657.9,62267437.98,37598086.95,564220999.1,0,0,,,,,,,,,,,,,,,,,,,,,
2712,683,47847947.96,126185973.3,62267437.98,27817889.58,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2713,683,47847947.96,104651657.9,62267437.98,28471185.25,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2714,683,47847947.96,104651657.9,62267437.98,12487017.72,754339729.7,0,0,,,,,,,,,,,,,,,,,,,,,
2715,683,47847947.96,104651657.9,89294849.53,134711624.5,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2716,683,47847947.96,104651657.9,62267437.98,30501659.1,126241704.7,0,0,,,,,,,,,,,,,,,,,,,,,
2717,683,47847947.96,104651657.9,62267437.98,30372155.76,185438655.6,0,0,,,,,,,,,,,,,,,,,,,,,
2718,683,47847947.96,104651657.9,62267437.98,47353239.45,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2719,683,47847947.96,104651657.9,62267437.98,11458931.99,78223627.36,0,0,,,,,,,,,,,,,,,,,,,,,
2720,683,137819157.3,134499283.4,62267437.98,8453407.697,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2721,683,3401164573,104651657.9,62267437.98,11921489.21,151940522.4,0,0,,,,,,,,,,,,,,,,,,,,,
2722,683,47847947.96,131619305.6,62267437.98,8453407.697,156837552.1,0,0,,,,,,,,,,,,,,,,,,,,,
2723,683,47847947.96,104651657.9,62267437.98,11614802.74,73261028.03,0,0,,,,,,,,,,,,,,,,,,,,,
2724,683,47847947.96,104651657.9,62267437.98,43478316.43,74411264.11,0,0,,,,,,,,,,,,,,,,,,,,,
2725,683,47847947.96,104651657.9,62267437.98,111050079.5,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2726,683,47847947.96,104651657.9,62267437.98,79025747.86,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2727,683,47847947.96,104651657.9,62267437.98,51135851.22,68430481.71,0,0,,,,,,,,,,,,,,,,,,,,,
2728,683,47847947.96,104651657.9,62267437.98,16077748.55,160375882.6,0,0,,,,,,,,,,,,,,,,,,,,,
2729,683,47847947.96,307913727.2,62267437.98,20170674.7,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2730,683,47847947.96,104651657.9,66010960.06,11576950.65,738150687.7,0,0,,,,,,,,,,,,,,,,,,,,,
2731,683,47847947.96,308298471.3,62267437.98,32710729.98,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2732,683,47847947.96,104651657.9,62267437.98,73933397.82,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2733,683,47847947.96,104651657.9,62267437.98,24805579.07,75986216.73,0,0,,,,,,,,,,,,,,,,,,,,,
2734,683,47847947.96,150042114.4,62267437.98,8453407.697,802562188.3,0,0,,,,,,,,,,,,,,,,,,,,,
2735,683,47847947.96,355205563.6,62267437.98,33340875.51,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2736,683,47847947.96,104651657.9,62267437.98,33946224.43,66259700.66,0,0,,,,,,,,,,,,,,,,,,,,,
2737,683,47847947.96,104651657.9,62267437.98,54612856.75,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2738,683,47847947.96,104651657.9,62267437.98,10443462.34,86711218.86,0,0,,,,,,,,,,,,,,,,,,,,,
2739,683,158888153.2,104651657.9,62267437.98,11862237.51,91399911.59,0,0,,,,,,,,,,,,,,,,,,,,,
2740,683,47847947.96,104651657.9,62267437.98,11489588.75,142531650.1,0,0,,,,,,,,,,,,,,,,,,,,,
2741,683,47847947.96,104651657.9,62267437.98,54913042.36,52202975.45,0,0,,,,,,,,,,,,,,,,,,,,,
2742,683,47847947.96,104651657.9,62267437.98,10904383.52,158050136.4,0,0,,,,,,,,,,,,,,,,,,,,,
2743,683,174577351.9,104651657.9,62267437.98,187951192.8,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2744,683,58659901.07,104651657.9,113052088.6,140878257,287892447.9,0,0,,,,,,,,,,,,,,,,,,,,,
2745,683,47847947.96,104651657.9,62267437.98,15813041.8,100638566.7,0,0,,,,,,,,,,,,,,,,,,,,,
2746,683,47847947.96,106847783,62267437.98,15589756.79,95144783.38,0,0,,,,,,,,,,,,,,,,,,,,,
2747,683,47847947.96,104651657.9,62267437.98,11489588.75,108870689.5,0,0,,,,,,,,,,,,,,,,,,,,,
2748,683,47847947.96,104986425.3,62267437.98,10366877.15,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2749,683,47847947.96,104651657.9,62267437.98,32922470.81,422914436.8,0,0,,,,,,,,,,,,,,,,,,,,,
2750,683,47847947.96,104651657.9,62267437.98,51970323.26,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2751,683,47847947.96,104651657.9,62267437.98,31963628.14,97066655.7,0,0,,,,,,,,,,,,,,,,,,,,,
2752,683,2384852148,104651657.9,62267437.98,31903442.24,89595186.48,0,0,,,,,,,,,,,,,,,,,,,,,
2753,683,47847947.96,104651657.9,86777985.21,31354272.18,177941336.5,0,0,,,,,,,,,,,,,,,,,,,,,
2754,683,47847947.96,104651657.9,62267437.98,10936283.83,385219135.3,0,0,,,,,,,,,,,,,,,,,,,,,
2755,683,47847947.96,104651657.9,62267437.98,10812762.32,834299079.4,0,0,,,,,,,,,,,,,,,,,,,,,
2756,683,47847947.96,104651657.9,62267437.98,12348902.44,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2757,683,3283483380,104651657.9,62267437.98,11273049.34,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2758,683,47847947.96,140536217.8,62267437.98,8453407.697,76850767.4,0,0,,,,,,,,,,,,,,,,,,,,,
2759,683,147233588.9,104651657.9,62267437.98,10722613.67,178573473.6,0,0,,,,,,,,,,,,,,,,,,,,,
2760,683,47847947.96,104651657.9,62267437.98,121650949.6,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2761,683,150636329,104651657.9,62267437.98,154818430.8,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2762,683,237722121.5,104651657.9,62267437.98,8453407.697,768417587.1,0,0,,,,,,,,,,,,,,,,,,,,,
2763,683,140822956.8,104651657.9,62267437.98,10381884.58,136119051.4,0,0,,,,,,,,,,,,,,,,,,,,,
2764,683,142715841.3,104651657.9,62267437.98,35417150.53,53490164.33,0,0,,,,,,,,,,,,,,,,,,,,,
2765,683,47847947.96,107193350.6,63284168.82,11638559.73,107306653.1,0,0,,,,,,,,,,,,,,,,,,,,,
2766,683,47847947.96,104651657.9,62267437.98,10920064.19,117037707.4,0,0,,,,,,,,,,,,,,,,,,,,,
2767,683,999911428.3,104651657.9,62267437.98,8453407.697,209247307.9,0,0,,,,,,,,,,,,,,,,,,,,,
2768,683,47847947.96,104651657.9,62267437.98,25017475.26,93618802.75,0,0,,,,,,,,,,,,,,,,,,,,,
2769,683,47847947.96,104651657.9,62267437.98,121306066.3,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2770,683,47847947.96,104651657.9,62267437.98,11593887.87,130934635.3,0,0,,,,,,,,,,,,,,,,,,,,,
2771,683,47847947.96,104651657.9,62267437.98,120342404,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2772,683,47847947.96,125191974,101372337.1,8893747.547,134250922.7,0,0,,,,,,,,,,,,,,,,,,,,,
2773,683,47847947.96,104991603.9,90836790.49,12924903.71,51384159.38,0,0,,,,,,,,,,,,,,,,,,,,,
2774,683,47847947.96,104651657.9,62267437.98,11631885.09,317064339.5,0,0,,,,,,,,,,,,,,,,,,,,,
2775,683,47847947.96,104651657.9,62267437.98,12801737.96,71102933.84,0,0,,,,,,,,,,,,,,,,,,,,,
2776,683,47847947.96,104651657.9,62267437.98,41535999.21,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2777,683,2507504352,104651657.9,62267437.98,8453407.697,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2778,683,47847947.96,130237380.5,62267437.98,27912192.97,133268304,0,0,,,,,,,,,,,,,,,,,,,,,
2779,683,47847947.96,104651657.9,99497117.6,8453407.697,107676927.9,0,0,,,,,,,,,,,,,,,,,,,,,
2780,683,47847947.96,104651657.9,62267437.98,10404599.49,113202682.5,0,0,,,,,,,,,,,,,,,,,,,,,
2781,683,47847947.96,104651657.9,101687025.6,24400034.47,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2782,683,47847947.96,104651657.9,62267437.98,15449840.99,103218787,0,0,,,,,,,,,,,,,,,,,,,,,
2783,683,47847947.96,104651657.9,62267437.98,39202029.67,282825671,0,0,,,,,,,,,,,,,,,,,,,,,
2784,683,47847947.96,104651657.9,62267437.98,10424817.51,496657875.8,0,0,,,,,,,,,,,,,,,,,,,,,
2785,683,47847947.96,104651657.9,62267437.98,11496110.49,417303387.9,0,0,,,,,,,,,,,,,,,,,,,,,
2786,683,47847947.96,104651657.9,62267437.98,12896322.91,80059164.2,0,0,,,,,,,,,,,,,,,,,,,,,
2787,683,47847947.96,105134199.2,62267437.98,12394421.41,201350673.1,0,0,,,,,,,,,,,,,,,,,,,,,
2788,683,47847947.96,104651657.9,62267437.98,11570005.42,261861136.9,0,0,,,,,,,,,,,,,,,,,,,,,
2789,683,47847947.96,106867361.1,62267437.98,114807664.4,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2790,683,47847947.96,104651657.9,62267437.98,45937035.37,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2791,683,47847947.96,104651657.9,62267437.98,13490860.07,51418624.51,0,0,,,,,,,,,,,,,,,,,,,,,
2792,683,236828142.5,104651657.9,62267437.98,8453407.697,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2793,683,47847947.96,104651657.9,244739080.5,12919688.48,628928015,0,0,,,,,,,,,,,,,,,,,,,,,
2794,683,47847947.96,121069825.3,62267437.98,10393270.55,154703032.4,0,0,,,,,,,,,,,,,,,,,,,,,
2795,683,47847947.96,104651657.9,62267437.98,11547160.23,139107026.7,0,0,,,,,,,,,,,,,,,,,,,,,
2796,683,47847947.96,142548689.4,110285900.6,8453407.697,105545450.6,0,0,,,,,,,,,,,,,,,,,,,,,
2797,683,893429679.2,377964448.5,62267437.98,44918152.07,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2798,683,47847947.96,120879615.2,62267437.98,11335449.28,602686672.9,0,0,,,,,,,,,,,,,,,,,,,,,
2799,683,47847947.96,104651657.9,62267437.98,112703216.8,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2800,683,139812506.7,104651657.9,62267437.98,26837305.3,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2801,683,47847947.96,104651657.9,62267437.98,74592583.9,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2802,683,47847947.96,122157285.5,62267437.98,11355574.49,113122474.5,0,0,,,,,,,,,,,,,,,,,,,,,
2803,683,47847947.96,104651657.9,62267437.98,37756444.19,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2804,683,47847947.96,254731440.7,62267437.98,8453407.697,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2805,683,47847947.96,104651657.9,62267437.98,11463937.14,120843732.3,0,0,,,,,,,,,,,,,,,,,,,,,
2806,683,47847947.96,104651657.9,62267437.98,10493472.27,516264489,0,0,,,,,,,,,,,,,,,,,,,,,
2807,683,2719772463,104651657.9,62267437.98,8453407.697,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2808,683,47847947.96,104651657.9,62267437.98,12784179.92,258594073.1,0,0,,,,,,,,,,,,,,,,,,,,,
2809,683,47847947.96,104651657.9,62267437.98,12675132.88,297862562.5,0,0,,,,,,,,,,,,,,,,,,,,,
2810,683,47847947.96,104651657.9,171867756.4,11569376.69,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2811,683,47847947.96,204200834,62267437.98,12025792.69,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2812,683,47847947.96,149552413.8,62267437.98,60793052.67,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2813,683,154644650.8,104651657.9,62267437.98,40967979.77,1034441142,0,0,,,,,,,,,,,,,,,,,,,,,
2814,683,153390210.8,232915997.4,62267437.98,8453407.697,224469086.1,0,0,,,,,,,,,,,,,,,,,,,,,
2815,683,47847947.96,106791076.3,62267437.98,12387173.58,70910353.16,0,0,,,,,,,,,,,,,,,,,,,,,
2816,683,47847947.96,104651657.9,62267437.98,31880365.36,229377926.5,0,0,,,,,,,,,,,,,,,,,,,,,
2817,683,47847947.96,104651657.9,62267437.98,10880048.38,236773655,0,0,,,,,,,,,,,,,,,,,,,,,
2818,683,47847947.96,104651657.9,62267437.98,10916359.44,99385298.6,0,0,,,,,,,,,,,,,,,,,,,,,
2819,683,47847947.96,104651657.9,62267437.98,12404067.48,370080531.6,0,0,,,,,,,,,,,,,,,,,,,,,
2820,683,327252347.7,104651657.9,62267437.98,8453407.697,54670273.47,0,0,,,,,,,,,,,,,,,,,,,,,
2821,683,47847947.96,104651657.9,98742874.98,12056340.41,90366650.75,0,0,,,,,,,,,,,,,,,,,,,,,
2822,683,47847947.96,166280048,62267437.98,8453407.697,84109539.8,0,0,,,,,,,,,,,,,,,,,,,,,
2823,683,47847947.96,104651657.9,62267437.98,51915775.23,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2824,683,47847947.96,104651657.9,86521062.55,27460448.65,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2825,683,47847947.96,104651657.9,62267437.98,13744823.74,464216773,0,0,,,,,,,,,,,,,,,,,,,,,
2826,683,47847947.96,104651657.9,62267437.98,24829656.38,69139854.53,0,0,,,,,,,,,,,,,,,,,,,,,
2827,683,47847947.96,104651657.9,62267437.98,63327051.09,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2828,683,47847947.96,106935514.1,62267437.98,12227917.3,131650704.9,0,0,,,,,,,,,,,,,,,,,,,,,
2829,683,47847947.96,104651657.9,62267437.98,10459269.46,385677583.2,0,0,,,,,,,,,,,,,,,,,,,,,
2830,683,47847947.96,137719772.5,62267437.98,43559444.96,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2831,683,47847947.96,104651657.9,62267437.98,42547139.55,99076395.87,0,0,,,,,,,,,,,,,,,,,,,,,
2832,683,47847947.96,105022112.6,62267437.98,30941613.32,90938617.09,0,0,,,,,,,,,,,,,,,,,,,,,
2833,683,60104124.07,127362731.4,62267437.98,33015531.24,70114904.82,0,0,,,,,,,,,,,,,,,,,,,,,
2834,683,47847947.96,105132045.9,62267437.98,130026627,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2835,683,47847947.96,104651657.9,62267437.98,26751970.77,205417840.2,0,0,,,,,,,,,,,,,,,,,,,,,
2836,683,47847947.96,104651657.9,62267437.98,66487892.36,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2837,683,47847947.96,104651657.9,65264441.3,29133197.08,228396496.8,0,0,,,,,,,,,,,,,,,,,,,,,
2838,683,47847947.96,106636934.3,62267437.98,10988735,170519281.2,0,0,,,,,,,,,,,,,,,,,,,,,
2839,683,47847947.96,104651657.9,105019964.3,121751240.1,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2840,683,47847947.96,128657779.6,62267437.98,8640865.367,54644338.96,0,0,,,,,,,,,,,,,,,,,,,,,
2841,683,47847947.96,120933264.6,62267437.98,97715685.9,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2842,683,174876290.5,104651657.9,62267437.98,42949902.08,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2843,683,165413383.7,104651657.9,62267437.98,8823139.464,153810588.8,0,0,,,,,,,,,,,,,,,,,,,,,
2844,683,47847947.96,104651657.9,62267437.98,11631885.09,732513811.5,0,0,,,,,,,,,,,,,,,,,,,,,
2845,683,47847947.96,104651657.9,62267437.98,28213786.94,54484337.56,0,0,,,,,,,,,,,,,,,,,,,,,
2846,683,47847947.96,104651657.9,62267437.98,36133722.3,243196369.8,0,0,,,,,,,,,,,,,,,,,,,,,
2847,683,47847947.96,104651657.9,62267437.98,11590788.94,105728026,0,0,,,,,,,,,,,,,,,,,,,,,
2848,683,47847947.96,104651657.9,62267437.98,29743865.37,522270537.7,0,0,,,,,,,,,,,,,,,,,,,,,
2849,683,47847947.96,104651657.9,62267437.98,40968072.41,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2850,683,47847947.96,104651657.9,62267437.98,16174980.18,144106312.7,0,0,,,,,,,,,,,,,,,,,,,,,
2851,683,47847947.96,104651657.9,62267437.98,19901752.92,209695894.2,0,0,,,,,,,,,,,,,,,,,,,,,
2852,683,47847947.96,104651657.9,62267437.98,25863260.99,54755801.92,0,0,,,,,,,,,,,,,,,,,,,,,
2853,683,59478884.8,106950305.6,62267437.98,31852992.62,531154217.7,0,0,,,,,,,,,,,,,,,,,,,,,
2854,683,47847947.96,104651657.9,62267437.98,12465338.74,118293262.8,0,0,,,,,,,,,,,,,,,,,,,,,
2855,683,47847947.96,106958998,62267437.98,12527525.74,99978310.81,0,0,,,,,,,,,,,,,,,,,,,,,
2856,683,47847947.96,188827251,62267437.98,44211041.77,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2857,683,47847947.96,104651657.9,95808143.25,10863549.51,111525918.3,0,0,,,,,,,,,,,,,,,,,,,,,
2858,683,47847947.96,104651657.9,62267437.98,13690224.41,157685907.2,0,0,,,,,,,,,,,,,,,,,,,,,
2859,683,47847947.96,104651657.9,62267437.98,12606920.65,652994803.8,0,0,,,,,,,,,,,,,,,,,,,,,
2860,683,47847947.96,104651657.9,62267437.98,10946073.94,134313840.1,0,0,,,,,,,,,,,,,,,,,,,,,
2861,683,47847947.96,104651657.9,62267437.98,27607636.47,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2862,683,47847947.96,104651657.9,62267437.98,12495933.84,281018825.2,0,0,,,,,,,,,,,,,,,,,,,,,
2863,683,47847947.96,104651657.9,62267437.98,11520315.89,102544033,0,0,,,,,,,,,,,,,,,,,,,,,
2864,683,297836913.7,389957415.1,62267437.98,8453407.697,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2865,683,47847947.96,104651657.9,62267437.98,187817411,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2866,683,47847947.96,104651657.9,62267437.98,107650583.9,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2867,683,47847947.96,104987505.3,62267437.98,90350385.04,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2868,683,47847947.96,131829653.3,62267437.98,8453407.697,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2869,683,47847947.96,133877897.7,62267437.98,8453407.697,109942937.6,0,0,,,,,,,,,,,,,,,,,,,,,
2870,683,47847947.96,104651657.9,62267437.98,10926932.33,54126856.43,0,0,,,,,,,,,,,,,,,,,,,,,
2871,683,47847947.96,105070507.7,95821490.29,10593986.38,137209447.1,0,0,,,,,,,,,,,,,,,,,,,,,
2872,683,47847947.96,128247640.3,62267437.98,8453407.697,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2873,683,47847947.96,104651657.9,62267437.98,10477152.3,118199037.1,0,0,,,,,,,,,,,,,,,,,,,,,
2874,683,47847947.96,104651657.9,62267437.98,26840089.25,266503028,0,0,,,,,,,,,,,,,,,,,,,,,
2875,683,47847947.96,127459633.3,62267437.98,8453407.697,247632052.6,0,0,,,,,,,,,,,,,,,,,,,,,
2876,683,47847947.96,104651657.9,62267437.98,11769772.54,91391157.1,0,0,,,,,,,,,,,,,,,,,,,,,
2877,683,47847947.96,104651657.9,62267437.98,12396283.5,133816829,0,0,,,,,,,,,,,,,,,,,,,,,
2878,683,47847947.96,104651657.9,62267437.98,24639487.89,111737021.4,0,0,,,,,,,,,,,,,,,,,,,,,
2879,683,47847947.96,104651657.9,62267437.98,14377587.49,645793839.5,0,0,,,,,,,,,,,,,,,,,,,,,
2880,683,3641194926,104651657.9,62267437.98,8453407.697,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2881,683,47847947.96,155011687.3,62267437.98,52452261.69,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2882,683,47847947.96,104651657.9,62267437.98,10477152.3,119895779.6,0,0,,,,,,,,,,,,,,,,,,,,,
2883,683,47847947.96,133415715.2,62267437.98,8453407.697,1085727344,0,0,,,,,,,,,,,,,,,,,,,,,
2884,683,47847947.96,104651657.9,62267437.98,22670615.53,72032405.03,0,0,,,,,,,,,,,,,,,,,,,,,
2885,683,47847947.96,104651657.9,62267437.98,36624740.7,439552937.5,0,0,,,,,,,,,,,,,,,,,,,,,
2886,683,47847947.96,105066726.4,62267437.98,11494900.49,960266712.8,0,0,,,,,,,,,,,,,,,,,,,,,
2887,683,47847947.96,125317899,62267437.98,34144352.11,1561736114,0,0,,,,,,,,,,,,,,,,,,,,,
2888,683,47847947.96,104651657.9,62267437.98,159996393.4,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2889,683,47847947.96,104651657.9,62267437.98,23871038.69,104136992.8,0,0,,,,,,,,,,,,,,,,,,,,,
2890,683,47847947.96,104651657.9,62267437.98,21582682.92,252399897.1,0,0,,,,,,,,,,,,,,,,,,,,,
2891,683,47847947.96,104651657.9,88218609.69,28091571.76,82448979.03,0,0,,,,,,,,,,,,,,,,,,,,,
2892,683,47847947.96,104651657.9,98793260.42,12234118.7,153742731.8,0,0,,,,,,,,,,,,,,,,,,,,,
2893,683,47847947.96,104953082.6,62267437.98,8682752.575,139322502.7,0,0,,,,,,,,,,,,,,,,,,,,,
2894,683,47847947.96,104651657.9,62267437.98,23117387.03,120218223.3,0,0,,,,,,,,,,,,,,,,,,,,,
2895,683,59929958.98,104651657.9,62267437.98,30737393.78,602882206.3,0,0,,,,,,,,,,,,,,,,,,,,,
2896,683,47847947.96,106952587.3,62267437.98,106541730.9,797430574,0,0,,,,,,,,,,,,,,,,,,,,,
2897,683,47847947.96,104651657.9,91022954.22,13825651.6,1044352494,0,0,,,,,,,,,,,,,,,,,,,,,
2898,683,3499060894,104651657.9,62267437.98,11434643.01,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2899,683,47847947.96,104651657.9,62267437.98,27379764.39,116364495.4,0,0,,,,,,,,,,,,,,,,,,,,,
2900,683,47847947.96,104651657.9,62267437.98,55855175.73,62711552.2,0,0,,,,,,,,,,,,,,,,,,,,,
2901,683,805421312.3,104651657.9,62267437.98,45745286.52,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2902,683,47847947.96,106843507.4,62267437.98,11453255.33,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
2903,683,140576388.4,104651657.9,62267437.98,11031611.96,50929971.2,0,0,,,,,,,,,,,,,,,,,,,,,
