,policy,A.1 Total Costs,A.2 Total Costs,A.3 Total Costs,A.4 Total Costs,A.5 Total Costs,RfR Total Costs,Expected Evacuation Costs
1549,558,180824753.6306084,241293734.380712,34221561.73832255,926875.9351684526,92696876.81698696,242400000.0,0.0
1550,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,38549347.51179093,242400000.0,0.0
1551,558,180824753.6306084,241293734.380712,34221561.73832255,19890457.09538479,25037214.086173728,242400000.0,0.0
1552,558,180824753.6306084,241293734.380712,34221561.73832255,6240009.054543364,81196043.62402964,242400000.0,0.0
1553,558,180824753.6306084,241293734.380712,148561162.41377237,56971587.11640069,25037214.086173728,242400000.0,0.0
1554,558,180824753.6306084,241293734.380712,34221561.73832255,7508685.263325491,37714719.02051913,242400000.0,0.0
1555,558,180824753.6306084,241293734.380712,34221561.73832255,1086906.8892008024,118879455.15854776,242400000.0,0.0
1556,558,180824753.6306084,241293734.380712,34221561.73832255,9369818.54494914,25037214.086173728,242400000.0,0.0
1557,558,180824753.6306084,241293734.380712,34221561.73832255,65708568.32229705,25037214.086173728,242400000.0,0.0
1558,558,180824753.6306084,241293734.380712,75615065.36297429,5202582.388939856,25037214.086173728,242400000.0,0.0
1559,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,218188946.281216,242400000.0,0.0
1560,558,180824753.6306084,241293734.380712,34221561.73832255,8494925.971621053,45704276.40704123,242400000.0,0.0
1561,558,180824753.6306084,241293734.380712,34221561.73832255,92354915.73243512,25037214.086173728,242400000.0,0.0
1562,558,180824753.6306084,241293734.380712,34221561.73832255,9194247.274410363,25037214.086173728,242400000.0,0.0
1563,558,180824753.6306084,241293734.380712,34221561.73832255,6349702.863365322,25037214.086173728,242400000.0,0.0
1564,558,221819597.66908547,241293734.380712,34221561.73832255,12068706.76137154,25037214.086173728,242400000.0,0.0
1565,558,180824753.6306084,241293734.380712,34221561.73832255,10530132.199115455,25037214.086173728,242400000.0,0.0
1566,558,180824753.6306084,241293734.380712,34221561.73832255,103892749.68684988,25037214.086173728,242400000.0,0.0
1567,558,180824753.6306084,241293734.380712,34221561.73832255,7163850.008659724,25037214.086173728,242400000.0,0.0
1568,558,180824753.6306084,241293734.380712,34221561.73832255,51924368.46491621,25037214.086173728,242400000.0,0.0
1569,558,180824753.6306084,241293734.380712,34221561.73832255,7026354.490498328,26652617.199680462,242400000.0,0.0
1570,558,180824753.6306084,241293734.380712,34221561.73832255,8430709.069267321,315305349.6352593,242400000.0,0.0
1571,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,87551584.50939462,242400000.0,0.0
1572,558,180824753.6306084,241293734.380712,34221561.73832255,6268730.196261199,25361440.27214934,242400000.0,0.0
1573,558,180824753.6306084,241293734.380712,34221561.73832255,46480173.92315208,25037214.086173728,242400000.0,0.0
1574,558,180824753.6306084,241293734.380712,34221561.73832255,5712109.874480873,25037214.086173728,242400000.0,0.0
1575,558,180824753.6306084,241293734.380712,39250516.53890644,11273345.350525826,25037214.086173728,242400000.0,0.0
1576,558,180824753.6306084,241293734.380712,34221561.73832255,6065302.077862691,25037214.086173728,242400000.0,0.0
1577,558,180824753.6306084,241293734.380712,34221561.73832255,244722.8590706488,116657624.47957176,242400000.0,0.0
1578,558,180824753.6306084,241293734.380712,85759322.93176445,69194860.83830442,25037214.086173728,242400000.0,0.0
1579,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,45645766.41210496,242400000.0,0.0
1580,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,191033364.4240853,242400000.0,0.0
1581,558,180824753.6306084,241293734.380712,34221561.73832255,12816437.948846038,25037214.086173728,242400000.0,0.0
1582,558,180824753.6306084,241293734.380712,34221561.73832255,36682283.82023044,25037214.086173728,242400000.0,0.0
1583,558,180824753.6306084,241293734.380712,34221561.73832255,6490466.092315822,70419309.19338681,242400000.0,0.0
1584,558,180824753.6306084,241293734.380712,34221561.73832255,8371549.676844747,89382095.35164759,242400000.0,0.0
1585,558,180824753.6306084,241293734.380712,34221561.73832255,9486723.085692571,25037214.086173728,242400000.0,0.0
1586,558,180824753.6306084,241293734.380712,34221561.73832255,884819.3325128572,75288079.73167445,242400000.0,0.0
1587,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,25037214.086173728,242400000.0,0.0
1588,558,180824753.6306084,241293734.380712,34221561.73832255,8353307.948912707,25037214.086173728,242400000.0,0.0
1589,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,25356691.661389824,242400000.0,0.0
1590,558,180824753.6306084,241293734.380712,34221561.73832255,44043019.6988861,25037214.086173728,242400000.0,0.0
1591,558,180824753.6306084,241293734.380712,34221561.73832255,20524194.207028035,25037214.086173728,242400000.0,0.0
1592,558,180824753.6306084,250151456.05117005,34221561.73832255,58781020.85139051,66423802.32238741,242400000.0,0.0
1593,558,180824753.6306084,241293734.380712,34221561.73832255,127542796.65348274,25037214.086173728,242400000.0,0.0
1594,558,180824753.6306084,241293734.380712,34221561.73832255,43533053.20933005,185211115.4759041,242400000.0,0.0
1595,558,180824753.6306084,241293734.380712,34221561.73832255,194541.6455741155,77155792.94112064,242400000.0,0.0
1596,558,180824753.6306084,241293734.380712,34221561.73832255,88709085.97919607,25037214.086173728,242400000.0,0.0
1597,558,180824753.6306084,241293734.380712,34221561.73832255,155940960.05621833,25037214.086173728,242400000.0,0.0
1598,558,180824753.6306084,241293734.380712,34221561.73832255,8139201.908869651,40059506.697914384,242400000.0,0.0
1599,558,180824753.6306084,241293734.380712,34221561.73832255,72137823.26099008,25037214.086173728,242400000.0,0.0
1600,558,180824753.6306084,241293734.380712,34221561.73832255,79463396.8407295,25037214.086173728,242400000.0,0.0
1601,558,180824753.6306084,241293734.380712,34221561.73832255,9147105.713971611,47818145.209030285,242400000.0,0.0
1602,558,180824753.6306084,241293734.380712,34221561.73832255,6020515.927519605,70285765.8230715,242400000.0,0.0
1603,558,180824753.6306084,241293734.380712,34221561.73832255,22139720.970951427,34182188.57249403,242400000.0,0.0
1604,558,180824753.6306084,241293734.380712,34221561.73832255,8192961.490960017,25976120.902738437,242400000.0,0.0
1605,558,180824753.6306084,241293734.380712,34221561.73832255,58387723.88150953,25037214.086173728,242400000.0,0.0
1606,558,180824753.6306084,241293734.380712,34221561.73832255,932886.4736600156,51959340.2946457,242400000.0,0.0
1607,558,180824753.6306084,241293734.380712,34221561.73832255,6231212.653800203,74246242.66732834,242400000.0,0.0
1608,558,180824753.6306084,241293734.380712,34221561.73832255,7974875.493569355,265479360.98744047,242400000.0,0.0
1609,558,180824753.6306084,241293734.380712,34221561.73832255,7915656.613980752,25037214.086173728,242400000.0,0.0
1610,558,180824753.6306084,241293734.380712,87645959.5097996,0.0,25037214.086173728,242400000.0,0.0
1611,558,180824753.6306084,241293734.380712,34221561.73832255,7388649.926655169,25646355.50175421,242400000.0,0.0
1612,558,180824753.6306084,241293734.380712,34221561.73832255,7840426.706446009,41103572.94376901,242400000.0,0.0
1613,558,180824753.6306084,241293734.380712,34221561.73832255,1063410.9860076862,402973327.4131732,242400000.0,0.0
1614,558,180824753.6306084,241293734.380712,34221561.73832255,6846361.767453818,25037214.086173728,242400000.0,0.0
1615,558,180824753.6306084,241293734.380712,34221561.73832255,1012566.012870368,25037214.086173728,242400000.0,0.0
1616,558,180824753.6306084,241293734.380712,34221561.73832255,6457311.64701258,25361002.05047888,242400000.0,0.0
1617,558,180824753.6306084,241293734.380712,34221561.73832255,7943487.42848609,25037214.086173728,242400000.0,0.0
1618,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,354133740.85239834,242400000.0,0.0
1619,558,180824753.6306084,241293734.380712,34221561.73832255,32129983.252395924,26101457.870988537,242400000.0,0.0
1620,558,180824753.6306084,241293734.380712,34221561.73832255,8531610.62145214,25037214.086173728,242400000.0,0.0
1621,558,180824753.6306084,241293734.380712,34221561.73832255,47123228.76304121,25037214.086173728,242400000.0,0.0
1622,558,180824753.6306084,241293734.380712,34221561.73832255,42378225.74038987,25037214.086173728,242400000.0,0.0
1623,558,180824753.6306084,241293734.380712,34221561.73832255,86382566.5408651,25037214.086173728,242400000.0,0.0
1624,558,180824753.6306084,241293734.380712,34221561.73832255,8459369.11570273,25037214.086173728,242400000.0,0.0
1625,558,180824753.6306084,241293734.380712,34221561.73832255,7515368.075315838,232635090.48540336,242400000.0,0.0
1626,558,180824753.6306084,241293734.380712,34221561.73832255,1130180.84827628,25037214.086173728,242400000.0,0.0
1627,558,180824753.6306084,241293734.380712,34221561.73832255,132767063.0180198,25037214.086173728,242400000.0,0.0
1628,558,180824753.6306084,241293734.380712,39285063.60574071,85287652.5643276,25037214.086173728,242400000.0,0.0
1629,558,180824753.6306084,241293734.380712,34221561.73832255,725573.9136180857,41922733.07086938,242400000.0,0.0
1630,558,180824753.6306084,241293734.380712,34221561.73832255,8299375.917321447,43394431.90779996,242400000.0,0.0
1631,558,180824753.6306084,241293734.380712,34221561.73832255,92905853.57763387,25037214.086173728,242400000.0,0.0
1632,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,25477604.42449244,242400000.0,0.0
1633,558,180824753.6306084,241293734.380712,34221561.73832255,6822864.825534146,157467084.65553534,242400000.0,0.0
1634,558,180824753.6306084,251873320.3246129,34221561.73832255,8364838.285063136,165217424.29394442,242400000.0,0.0
1635,558,180824753.6306084,241293734.380712,34221561.73832255,34876902.4601949,25037214.086173728,242400000.0,0.0
1636,558,180824753.6306084,241293734.380712,34221561.73832255,6635075.229997493,25037214.086173728,242400000.0,0.0
1637,558,180824753.6306084,241293734.380712,34221561.73832255,8765126.032768799,87429161.49805215,242400000.0,0.0
1638,558,180824753.6306084,241293734.380712,34221561.73832255,40747161.91580634,25037214.086173728,242400000.0,0.0
1639,558,180824753.6306084,241293734.380712,34221561.73832255,19432375.275793467,25037214.086173728,242400000.0,0.0
1640,558,180824753.6306084,241293734.380712,34221561.73832255,7015513.52071228,72697552.12995765,242400000.0,0.0
1641,558,180824753.6306084,241293734.380712,34221561.73832255,8785574.867127888,79683448.4637188,242400000.0,0.0
1642,558,180824753.6306084,241293734.380712,34221561.73832255,6726393.154418891,25037214.086173728,242400000.0,0.0
1643,558,180824753.6306084,241293734.380712,95294374.74361944,0.0,25037214.086173728,242400000.0,0.0
1644,558,180824753.6306084,241479130.1700533,34221561.73832255,13437245.219004884,25037214.086173728,242400000.0,0.0
1645,558,180824753.6306084,241293734.380712,34221561.73832255,5309937.974421938,78153935.60438475,242400000.0,0.0
1646,558,180824753.6306084,241293734.380712,91527793.5625638,55744226.122105,25037214.086173728,242400000.0,0.0
1647,558,180824753.6306084,241293734.380712,35285090.03557939,43373372.98233798,25037214.086173728,242400000.0,0.0
1648,558,180824753.6306084,241293734.380712,34221561.73832255,110116486.50180264,25037214.086173728,242400000.0,0.0
1649,558,180824753.6306084,241293734.380712,34221561.73832255,101378477.978154,25037214.086173728,242400000.0,0.0
1650,558,180824753.6306084,241293734.380712,34221561.73832255,8213990.692430813,71326475.30873501,242400000.0,0.0
1651,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,88598540.14047825,242400000.0,0.0
1652,558,209180625.2833258,241293734.380712,34221561.73832255,16331322.40648147,331107367.003248,242400000.0,0.0
1653,558,180824753.6306084,241293734.380712,85597663.81798372,6111577.679634566,177138090.47746754,242400000.0,0.0
1654,558,180824753.6306084,241293734.380712,85940094.31895572,6713716.512319111,25379496.47328458,242400000.0,0.0
1655,558,180824753.6306084,251053207.5955478,34221561.73832255,7221452.795272673,600247101.949342,242400000.0,0.0
1656,558,180824753.6306084,241293734.380712,34221561.73832255,27035037.258228965,25037214.086173728,242400000.0,0.0
1657,558,180824753.6306084,241293734.380712,34221561.73832255,32727823.008418158,25037214.086173728,242400000.0,0.0
1658,558,180824753.6306084,241293734.380712,34221561.73832255,41737192.04399616,25037214.086173728,242400000.0,0.0
1659,558,180824753.6306084,241293734.380712,34221561.73832255,6501832.375332191,25397218.60742486,242400000.0,0.0
1660,558,180824753.6306084,241293734.380712,34221561.73832255,104051476.15753552,25037214.086173728,242400000.0,0.0
1661,558,180824753.6306084,241293734.380712,34221561.73832255,9648973.840209102,25037214.086173728,242400000.0,0.0
1662,558,180824753.6306084,241293734.380712,34221561.73832255,180699.79817811312,76977363.4734526,242400000.0,0.0
1663,558,180824753.6306084,241293734.380712,34221561.73832255,6701336.940185018,25037214.086173728,242400000.0,0.0
1664,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,66971682.975476585,242400000.0,0.0
1665,558,180824753.6306084,241293734.380712,34221561.73832255,243397.276256789,95906694.59629609,242400000.0,0.0
1666,558,180824753.6306084,241293734.380712,34221561.73832255,8356892.443972528,25037214.086173728,242400000.0,0.0
1667,558,180824753.6306084,241293734.380712,34221561.73832255,8834796.858554196,25037214.086173728,242400000.0,0.0
1668,558,180824753.6306084,241293734.380712,34221561.73832255,6608964.359828236,25037214.086173728,242400000.0,0.0
1669,558,180824753.6306084,241293734.380712,81870398.88237816,54495148.56597187,25037214.086173728,242400000.0,0.0
1670,558,180824753.6306084,241293734.380712,34221561.73832255,75246049.63259777,25037214.086173728,242400000.0,0.0
1671,558,180824753.6306084,241293734.380712,34221561.73832255,9067742.23998527,42011622.25593476,242400000.0,0.0
1672,558,180824753.6306084,241293734.380712,34221561.73832255,5789874.654531714,36449416.03736871,242400000.0,0.0
1673,558,180824753.6306084,241293734.380712,34221561.73832255,40077264.657474495,25037214.086173728,242400000.0,0.0
1674,558,180824753.6306084,241293734.380712,34221561.73832255,44052690.43264985,25037214.086173728,242400000.0,0.0
1675,558,180824753.6306084,241293734.380712,34221561.73832255,6105663.478651697,25037214.086173728,242400000.0,0.0
1676,558,180824753.6306084,241293734.380712,34221561.73832255,898181.1016872955,81228337.58607996,242400000.0,0.0
1677,558,180824753.6306084,241293734.380712,34221561.73832255,6367102.420525938,25037214.086173728,242400000.0,0.0
1678,558,180824753.6306084,241293734.380712,34221561.73832255,24844226.79467197,25037214.086173728,242400000.0,0.0
1679,558,180824753.6306084,241293734.380712,34221561.73832255,7911231.4955259375,27713666.559439823,242400000.0,0.0
1680,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,378420432.5365228,242400000.0,0.0
1681,558,180824753.6306084,241293734.380712,34221561.73832255,41505917.39281218,44520375.63671465,242400000.0,0.0
1682,558,180824753.6306084,241293734.380712,34221561.73832255,64119295.25818232,25037214.086173728,242400000.0,0.0
1683,558,180824753.6306084,241293734.380712,34221561.73832255,29213460.16203966,25037214.086173728,242400000.0,0.0
1684,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,284766745.83158904,242400000.0,0.0
1685,558,180824753.6306084,241293734.380712,34221561.73832255,6346552.566643799,25037214.086173728,242400000.0,0.0
1686,558,180824753.6306084,241293734.380712,34221561.73832255,6892431.12046317,25037214.086173728,242400000.0,0.0
1687,558,180824753.6306084,241293734.380712,88467449.95709927,32463451.70203209,25037214.086173728,242400000.0,0.0
1688,558,180824753.6306084,241293734.380712,34221561.73832255,58893389.65316897,34229337.76419073,242400000.0,0.0
1689,558,180824753.6306084,241293734.380712,34221561.73832255,100361723.52512752,25037214.086173728,242400000.0,0.0
1690,558,180824753.6306084,241293734.380712,34221561.73832255,1145394.5468529102,94341967.36145294,242400000.0,0.0
1691,558,180824753.6306084,241293734.380712,34221561.73832255,6576582.258189805,102734739.60269214,242400000.0,0.0
1692,558,180824753.6306084,241293734.380712,34221561.73832255,5945932.557456472,97193652.58852014,242400000.0,0.0
1693,558,180824753.6306084,241293734.380712,34221561.73832255,9340835.339962903,25037214.086173728,242400000.0,0.0
1694,558,180824753.6306084,241293734.380712,34221561.73832255,13036033.51472521,25037214.086173728,242400000.0,0.0
1695,558,180824753.6306084,241293734.380712,34221561.73832255,8624503.750544742,25037214.086173728,242400000.0,0.0
1696,558,180824753.6306084,241293734.380712,34221561.73832255,9052478.469563112,25037214.086173728,242400000.0,0.0
1697,558,180824753.6306084,241293734.380712,34221561.73832255,13587388.290012326,25037214.086173728,242400000.0,0.0
1698,558,180824753.6306084,241293734.380712,34221561.73832255,7679401.214022731,120292494.5439957,242400000.0,0.0
1699,558,180824753.6306084,241293734.380712,34221561.73832255,7916708.496887641,78895743.7114372,242400000.0,0.0
1700,558,180824753.6306084,241293734.380712,34221561.73832255,6918628.639000302,35000335.657454245,242400000.0,0.0
1701,558,180824753.6306084,241293734.380712,75761682.31653312,12644524.488187632,25883045.817881547,242400000.0,0.0
1702,558,180824753.6306084,241293734.380712,34221561.73832255,6666838.77163376,224995406.2011726,242400000.0,0.0
1703,558,180824753.6306084,241293734.380712,34221561.73832255,49366766.61394128,25037214.086173728,242400000.0,0.0
1704,558,180824753.6306084,241293734.380712,34221561.73832255,7618580.225387419,25037214.086173728,242400000.0,0.0
1705,558,180824753.6306084,241293734.380712,35504654.79582597,8132428.215255603,100187760.31978422,242400000.0,0.0
1706,558,180824753.6306084,241293734.380712,38509226.33541485,49203056.0656217,25037214.086173728,242400000.0,0.0
1707,558,227067980.07288325,241293734.380712,34221561.73832255,30749088.09595795,25037214.086173728,242400000.0,0.0
1708,558,180824753.6306084,241293734.380712,34221561.73832255,9880274.009107444,25037214.086173728,242400000.0,0.0
1709,558,180824753.6306084,241293734.380712,34221561.73832255,12374486.02701574,25037214.086173728,242400000.0,0.0
1710,558,180824753.6306084,241293734.380712,34221561.73832255,232717.5435212258,93486640.57332346,242400000.0,0.0
1711,558,180824753.6306084,241293734.380712,34221561.73832255,32065233.85262629,160926789.26755542,242400000.0,0.0
1712,558,180824753.6306084,241293734.380712,34221561.73832255,8037942.341321975,25037214.086173728,242400000.0,0.0
1713,558,180824753.6306084,241293734.380712,34221561.73832255,19963057.791480936,25037214.086173728,242400000.0,0.0
1714,558,180824753.6306084,241293734.380712,34221561.73832255,1142067.1588223204,332152003.4978947,242400000.0,0.0
1715,558,180824753.6306084,241293734.380712,38825658.93394674,105653287.69410636,25037214.086173728,242400000.0,0.0
1716,558,180824753.6306084,241293734.380712,34221561.73832255,29707203.23823709,25037214.086173728,242400000.0,0.0
1717,558,180824753.6306084,241293734.380712,34221561.73832255,11372924.498973267,41212124.74950418,242400000.0,0.0
1718,558,180824753.6306084,241293734.380712,34221561.73832255,43893633.81207651,25037214.086173728,242400000.0,0.0
1719,558,180824753.6306084,241293734.380712,34221561.73832255,7368091.40168342,25037214.086173728,242400000.0,0.0
1720,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,44053489.11930438,242400000.0,0.0
1721,558,443354218.19613713,241293734.380712,34221561.73832255,5700704.198320292,77520669.68885444,242400000.0,0.0
1722,558,180824753.6306084,241293734.380712,34221561.73832255,188217.68747895575,79425858.45505711,242400000.0,0.0
1723,558,180824753.6306084,241293734.380712,34221561.73832255,7804009.288136156,25037214.086173728,242400000.0,0.0
1724,558,180824753.6306084,241293734.380712,34221561.73832255,17695846.8739903,25037214.086173728,242400000.0,0.0
1725,558,180824753.6306084,241293734.380712,34221561.73832255,86250335.43527317,25037214.086173728,242400000.0,0.0
1726,558,180824753.6306084,241293734.380712,34221561.73832255,71184365.18598023,25037214.086173728,242400000.0,0.0
1727,558,180824753.6306084,241293734.380712,34221561.73832255,49319448.34426612,25037214.086173728,242400000.0,0.0
1728,558,180824753.6306084,241293734.380712,34221561.73832255,6984187.719442399,64204811.40783368,242400000.0,0.0
1729,558,180824753.6306084,250048928.20784605,36873660.82416822,34270408.78206539,25037214.086173728,242400000.0,0.0
1730,558,180824753.6306084,241293734.380712,34221561.73832255,7152296.382843802,295287092.2467364,242400000.0,0.0
1731,558,180824753.6306084,260253670.79383317,34221561.73832255,33056247.711266182,39186218.87507068,242400000.0,0.0
1732,558,180824753.6306084,241293734.380712,34221561.73832255,70513971.4538225,25037214.086173728,242400000.0,0.0
1733,558,180824753.6306084,241293734.380712,34221561.73832255,10996114.380378142,25037214.086173728,242400000.0,0.0
1734,558,180824753.6306084,241478004.07741845,34221561.73832255,906209.137247448,311192430.5812739,242400000.0,0.0
1735,558,180824753.6306084,260350160.1264863,34221561.73832255,71905677.78888991,25037214.086173728,242400000.0,0.0
1736,558,180824753.6306084,241293734.380712,34221561.73832255,21816158.62750672,25037214.086173728,242400000.0,0.0
1737,558,180824753.6306084,241293734.380712,34221561.73832255,49320921.62317397,25037214.086173728,242400000.0,0.0
1738,558,180824753.6306084,241293734.380712,34221561.73832255,7350261.844349297,25037214.086173728,242400000.0,0.0
1739,558,180824753.6306084,241293734.380712,34221561.73832255,8436726.20457421,25037214.086173728,242400000.0,0.0
1740,558,180824753.6306084,241293734.380712,34221561.73832255,9578914.747313105,25037214.086173728,242400000.0,0.0
1741,558,180824753.6306084,241293734.380712,34221561.73832255,59762572.456122816,25037214.086173728,242400000.0,0.0
1742,558,180824753.6306084,241293734.380712,34221561.73832255,7016584.163564682,68629052.87380598,242400000.0,0.0
1743,558,180824753.6306084,241293734.380712,34221561.73832255,147267577.07367647,25037214.086173728,242400000.0,0.0
1744,558,180824753.6306084,241293734.380712,84695802.476457,103834370.74906838,26156170.35386565,242400000.0,0.0
1745,558,180824753.6306084,241293734.380712,34221561.73832255,6981108.917159656,25037214.086173728,242400000.0,0.0
1746,558,180824753.6306084,241293734.380712,34221561.73832255,7289384.673550852,41638202.82366521,242400000.0,0.0
1747,558,180824753.6306084,241293734.380712,34221561.73832255,6146893.844810833,42256164.75872202,242400000.0,0.0
1748,558,180824753.6306084,241293734.380712,34221561.73832255,663100.7933180034,25037214.086173728,242400000.0,0.0
1749,558,180824753.6306084,241293734.380712,34221561.73832255,18217315.92115521,146209986.52772927,242400000.0,0.0
1750,558,180824753.6306084,241293734.380712,34221561.73832255,44464427.45872782,25037214.086173728,242400000.0,0.0
1751,558,180824753.6306084,241293734.380712,34221561.73832255,13920614.196370613,25037214.086173728,242400000.0,0.0
1752,558,184907774.3177886,241293734.380712,34221561.73832255,32789192.571733084,25037214.086173728,242400000.0,0.0
1753,558,180824753.6306084,241293734.380712,76931892.98904338,26250721.06343715,25037214.086173728,242400000.0,0.0
1754,558,180824753.6306084,241293734.380712,34221561.73832255,177553.7929465089,120162590.18781988,242400000.0,0.0
1755,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,377253728.20194656,242400000.0,0.0
1756,558,180824753.6306084,241293734.380712,34221561.73832255,7608922.224625038,25037214.086173728,242400000.0,0.0
1757,558,180824753.6306084,241293734.380712,40783137.98635789,7775188.180247111,25037214.086173728,242400000.0,0.0
1758,558,180824753.6306084,241444856.50191915,34221561.73832255,683181.4664187607,64940851.64750415,242400000.0,0.0
1759,558,180824753.6306084,241293734.380712,34221561.73832255,7728368.690404752,78277640.30429247,242400000.0,0.0
1760,558,180824753.6306084,241293734.380712,34221561.73832255,114961453.73715416,25037214.086173728,242400000.0,0.0
1761,558,180824753.6306084,241293734.380712,34221561.73832255,127833861.63408025,25037214.086173728,242400000.0,0.0
1762,558,180824753.6306084,241293734.380712,34221561.73832255,210048.9443874873,274180258.446787,242400000.0,0.0
1763,558,180824753.6306084,241293734.380712,34221561.73832255,7153442.320572466,40040990.088320285,242400000.0,0.0
1764,558,180824753.6306084,241293734.380712,34221561.73832255,15801798.918032087,25037214.086173728,242400000.0,0.0
1765,558,180824753.6306084,241293734.380712,34221561.73832255,8302390.607216538,25037214.086173728,242400000.0,0.0
1766,558,180824753.6306084,241293734.380712,34221561.73832255,7067628.47549589,26536169.834588304,242400000.0,0.0
1767,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,260178391.5383564,242400000.0,0.0
1768,558,180824753.6306084,241293734.380712,34221561.73832255,11010506.85766239,25037214.086173728,242400000.0,0.0
1769,558,180824753.6306084,241293734.380712,34221561.73832255,112025931.79895689,25037214.086173728,242400000.0,0.0
1770,558,180824753.6306084,241293734.380712,34221561.73832255,204120.9962198732,50092313.0799622,242400000.0,0.0
1771,558,180824753.6306084,241293734.380712,34221561.73832255,111370767.2304101,25037214.086173728,242400000.0,0.0
1772,558,180824753.6306084,241293734.380712,96760427.62923948,0.0,85979491.55958393,242400000.0,0.0
1773,558,180824753.6306084,241293734.380712,73166291.86450371,5517956.909741766,25037214.086173728,242400000.0,0.0
1774,558,180824753.6306084,241293734.380712,34221561.73832255,801066.3466142407,119083443.1199513,242400000.0,0.0
1775,558,180824753.6306084,241293734.380712,34221561.73832255,5498381.217666891,25037214.086173728,242400000.0,0.0
1776,558,180824753.6306084,241293734.380712,34221561.73832255,33415127.09114909,25037214.086173728,242400000.0,0.0
1777,558,180824753.6306084,252155678.3574317,34221561.73832255,7654824.972494044,85931252.13464323,242400000.0,0.0
1778,558,180824753.6306084,241293734.380712,34221561.73832255,8953123.264958967,44099290.09224782,242400000.0,0.0
1779,558,180824753.6306084,241293734.380712,85597663.81798372,183419.35788525012,73623092.1935015,242400000.0,0.0
1780,558,180824753.6306084,241293734.380712,34221561.73832255,6941776.376685997,39583182.70567205,242400000.0,0.0
1781,558,180824753.6306084,241293734.380712,73127323.19260198,13731670.022407647,25037214.086173728,242400000.0,0.0
1782,558,180824753.6306084,241293734.380712,34221561.73832255,7560577.116691001,25037214.086173728,242400000.0,0.0
1783,558,180824753.6306084,241293734.380712,34221561.73832255,16283240.83895433,104699794.1888324,242400000.0,0.0
1784,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,173803139.70376313,242400000.0,0.0
1785,558,180824753.6306084,241293734.380712,34221561.73832255,819935.8190722916,155864497.70295995,242400000.0,0.0
1786,558,180824753.6306084,241293734.380712,34221561.73832255,7156117.644343565,25037214.086173728,242400000.0,0.0
1787,558,180824753.6306084,241293734.380712,34221561.73832255,181926.1821672053,76406579.98254667,242400000.0,0.0
1788,558,180824753.6306084,241293734.380712,34221561.73832255,8237025.384462994,85264387.14755479,242400000.0,0.0
1789,558,180824753.6306084,241293734.380712,34221561.73832255,116297190.84733188,25037214.086173728,242400000.0,0.0
1790,558,180824753.6306084,241293734.380712,34221561.73832255,44030102.61230448,25037214.086173728,242400000.0,0.0
1791,558,180824753.6306084,241293734.380712,34221561.73832255,6283186.078982701,25037214.086173728,242400000.0,0.0
1792,558,180824753.6306084,241293734.380712,34221561.73832255,741473.5649791854,25037214.086173728,242400000.0,0.0
1793,558,180824753.6306084,241293734.380712,120147892.61583611,5834618.935876107,283238722.5789876,242400000.0,0.0
1794,558,180824753.6306084,241293734.380712,34221561.73832255,6433465.8993296325,38916237.44806622,242400000.0,0.0
1795,558,180824753.6306084,241293734.380712,34221561.73832255,1134399.179520164,45135341.16531829,242400000.0,0.0
1796,558,180824753.6306084,241293734.380712,35902059.15788487,0.0,48843004.46822634,242400000.0,0.0
1797,558,180824753.6306084,263669941.6470875,34221561.73832255,110804032.1420845,25037214.086173728,242400000.0,0.0
1798,558,180824753.6306084,241293734.380712,34221561.73832255,944975.8725691042,272105770.9978559,242400000.0,0.0
1799,558,180824753.6306084,241293734.380712,34221561.73832255,105991407.66692978,25037214.086173728,242400000.0,0.0
1800,558,180824753.6306084,241293734.380712,34221561.73832255,35393103.47774234,25037214.086173728,242400000.0,0.0
1801,558,180824753.6306084,241293734.380712,34221561.73832255,71079388.61511946,25037214.086173728,242400000.0,0.0
1802,558,180824753.6306084,241293734.380712,34221561.73832255,0.0,45991051.08599097,242400000.0,0.0
1803,558,180824753.6306084,241293734.380712,34221561.73832255,19861353.77500538,25037214.086173728,242400000.0,0.0
1804,558,180824753.6306084,251220306.8123933,35764744.85656511,0.0,70374545.97345157,242400000.0,0.0
1805,558,180824753.6306084,241293734.380712,34221561.73832255,7787228.268939952,76619719.68177737,242400000.0,0.0
1806,558,180824753.6306084,241293734.380712,34221561.73832255,847876.0911623668,175807556.5181529,242400000.0,0.0
1807,558,181682871.1709486,241293734.380712,34221561.73832255,113832.25354145416,47771023.52908759,242400000.0,0.0
